Constituency_Number,Constituency_Name,Total_Electors,Total_Votes_Polled,Position,Candidate_Name,Votes,Vote_Percentage,Party
24,Bathnaha,288965,165853,7,Kunkun Manjhi,953,0.6,Peoples Party Of India (Democratic)
24,Bathnaha,288965,165853,8,Kumar Purushottam,639,0.4,Independent
24,Bathnaha,288965,165853,9,Shiv Mangal Paswan,629,0.4,Bahujan Mukti Party
24,Bathnaha,288965,165853,10,Rajesh Paswan,623,0.4,Rashtriya Jansambhavna Party
24,Bathnaha,288965,165853,11,Anita Devi,580,0.4,Independent
24,Bathnaha,288965,165853,12,Vijay Paswan,469,0.3,Kisan Party Of India
24,Bathnaha,288965,165853,13,Ravi Ranjan Paswan,463,0.3,Janata Party
24,Bathnaha,288965,165853,14,Shankar Kumar Paswan,460,0.3,Rashtrawadi Janlok Party (Satya)
25,Parihar,300289,169073,1,Gaytri Devi,73420,43.4,Bharatiya Janta Party
25,Parihar,300289,169073,2,Ritu Kumar,71851,42.5,Rashtriya Janata Dal
25,Parihar,300289,169073,3,Amjad Hussain Anwar,9968,5.9,Rashtriya Lok Samta Party
25,Parihar,300289,169073,4,Sarita Yadav,4164,2.5,Jan Adhikar Party (Loktantrik)
25,Parihar,300289,169073,5,Jay Kumar,1993,1.2,Independent
25,Parihar,300289,169073,6,Bhushan Prasad,1587,0.9,Independent
25,Parihar,300289,169073,7,Abdul Shalik,1492,0.9,Janata Congress
25,Parihar,300289,169073,8,Surendra Panjiyar,1360,0.8,Rashtriya Jansambhavna Party
25,Parihar,300289,169073,9,Chandrabhushan Kumar,951,0.6,Independent
25,Parihar,300289,169073,10,Ganesh Sah,748,0.4,Independent
25,Parihar,300289,169073,11,Mohammad,727,0.4,Janta Dal Rashtravadi
25,Parihar,300289,169073,12,Chandan Kumar,466,0.3,Bhartiya Sablog Party
25,Parihar,300289,169073,13,Nitish Kumar,346,0.2,Indian National League
26,Sursand,302761,172317,1,Dilip Ray,67193,39.0,Janata Dal (United)
26,Sursand,302761,172317,2,Sayed Abu Dojana,58317,33.8,Rashtriya Janata Dal
26,Sursand,302761,172317,3,Amit Choudhari,20281,11.8,Lok Jan Shakti Party
26,Sursand,302761,172317,4,Pappu Kumar Choudhary,6734,3.9,Independent
26,Sursand,302761,172317,5,Kameshwar Thakur,3953,2.3,Independent
26,Sursand,302761,172317,6,Soniya Devi,3105,1.8,Independent
26,Sursand,302761,172317,7,Naval Kishore Raut,2330,1.4,Samajwadi Janata Dal Democratic
26,Sursand,302761,172317,8,Gobind Thakur,2179,1.3,Bhartiya Party (Loktantrik)
26,Sursand,302761,172317,9,Manoj Purbey,1984,1.2,Republican Party Of India
26,Sursand,302761,172317,10,Anupam Kumari,1804,1.1,Rashtriya Jan Jan Party
26,Sursand,302761,172317,11,Fekan Mandal,1193,0.7,Voters Party International
26,Sursand,302761,172317,12,Sunil Kumar,1029,0.6,Bhartiya Garibmazdoor Party
26,Sursand,302761,172317,13,Bhogendra Kumar,703,0.4,Kushal Janta Party
26,Sursand,302761,172317,14,Umesh Ray,561,0.3,Bahujan Mukti Party
26,Sursand,302761,172317,15,Md. Faisal Ahamad,545,0.3,Indian National League
26,Sursand,302761,172317,16,Krishna Kumar Jha,406,0.2,Proutist Bloc India
27,Bajpatti,298302,176336,1,Mukesh Kumar Yadav,71483,40.5,Rashtriya Janata Dal
27,Bajpatti,298302,176336,2,Dr. Ranju Geeta,68779,39.0,Janata Dal (United)
27,Bajpatti,298302,176336,3,Rekha Kumari,11267,6.4,Rashtriya Lok Samta Party
27,Bajpatti,298302,176336,4,Md. Intakhab Alam,6183,3.5,Lok Jan Shakti Party
27,Bajpatti,298302,176336,5,Saiyad Neyaz Ahamad,3191,1.8,Rashtriya Ulama Council
27,Bajpatti,298302,176336,6,Md. Iftekhar,2077,1.2,Independent
27,Bajpatti,298302,176336,7,Devendra Jha,1908,1.1,Independent
27,Bajpatti,298302,176336,8,Ramnihora Sah,1629,0.9,Independent
27,Bajpatti,298302,176336,9,Sarvesh Thakur,1411,0.8,Nationalist Janshakti Party
27,Bajpatti,298302,176336,10,Mukesh Kumar Yadav,1332,0.8,Independent
27,Bajpatti,298302,176336,11,Md. Anisur Rahaman,1205,0.7,Jan Adhikar Party (Loktantrik)
27,Bajpatti,298302,176336,12,Nagendra Mishra,1132,0.6,Independent
27,Bajpatti,298302,176336,13,Mohammad Aftab,953,0.5,Bhartiya Sablog Party
27,Bajpatti,298302,176336,14,Mosadre Alam Kuraishi,715,0.4,Rashtriya Secular Majlis Party
27,Bajpatti,298302,176336,15,Md. Shoaib Khan,650,0.4,Indian National League
27,Bajpatti,298302,176336,16,Prabodh Kumar Sharma,620,0.4,Log Jan Party - Secular
27,Bajpatti,298302,176336,17,Subodh Sah,588,0.3,Independent
27,Bajpatti,298302,176336,18,Shakil Ahamad,471,0.3,Nationalist Congress Party
27,Bajpatti,298302,176336,19,Bhola Sahni,429,0.2,Hindu Samaj Party
27,Bajpatti,298302,176336,20,Naresh Sah,313,0.2,Kisan Party Of India
28,Sitamarhi,274139,177863,1,Mithilesh Kumar,90236,50.7,Bharatiya Janta Party
28,Sitamarhi,274139,177863,2,Sunil Kumar,78761,44.3,Rashtriya Janata Dal
28,Sitamarhi,274139,177863,3,Rakesh Kumar Tunna,2035,1.1,Bahujan Samaj Party
28,Sitamarhi,274139,177863,4,Krishna Kishore,1371,0.8,Independent
28,Sitamarhi,274139,177863,5,Aftab Anjum,965,0.5,Swaraj India
28,Sitamarhi,274139,177863,6,Vinod Sah,914,0.5,Rashtriya Jansambhavna Party
28,Sitamarhi,274139,177863,7,Srinivas Kumar,772,0.4,Bhartiya Sablog Party
28,Sitamarhi,274139,177863,8,Raju Kumar,703,0.4,Independent
28,Sitamarhi,274139,177863,9,Manoj Kumar,696,0.4,Janta Dal Rashtravadi
28,Sitamarhi,274139,177863,10,Sitaram Singh,577,0.3,Proutist Bloc India
28,Sitamarhi,274139,177863,11,Kumar Abhimanyu Srivastava,425,0.2,Samata Party
28,Sitamarhi,274139,177863,12,Shailendra Prasad Yadav,408,0.2,Bahujan Mukti Party
29,Runnisaidpur,273478,148314,1,Pankaj Kumar Mishra,73205,49.4,Janata Dal (United)
29,Runnisaidpur,273478,148314,2,Mangita Devi,48576,32.8,Rashtriya Janata Dal
29,Runnisaidpur,273478,148314,3,Guddi Devi,15196,10.3,Lok Jan Shakti Party
29,Runnisaidpur,273478,148314,4,Lal Babu Roy,2960,2.0,Jan Adhikar Party (Loktantrik)
29,Runnisaidpur,273478,148314,5,Brajesh Mahto,2611,1.8,Janvadi Party(Socialist)
29,Runnisaidpur,273478,148314,6,Luv Yadav,2282,1.5,Independent
29,Runnisaidpur,273478,148314,7,Sone Lal Sah,1518,1.0,Hindustan Sampoorna Azad Party
29,Runnisaidpur,273478,148314,8,Shravan Sahni,1047,0.7,Rashtriya Jansambhavna Party
29,Runnisaidpur,273478,148314,9,Vinay Kumar,919,0.6,The Plurals Party
30,Belsand,251765,134909,1,Sanjay Kumar Gupta,49682,36.8,Rashtriya Janata Dal
30,Belsand,251765,134909,2,Sunita Singh Chauhan,35997,26.7,Janata Dal (United)
30,Belsand,251765,134909,3,Thakur Dharmendra Singh,18999,14.1,Rashtriya Lok Samta Party
30,Belsand,251765,134909,4,Md Nasir Ahmad,10687,7.9,Lok Jan Shakti Party
30,Belsand,251765,134909,5,Mahant Narendra Das Mahatyagi,3266,2.4,Independent
30,Belsand,251765,134909,6,Lalbabu Sah,3149,2.3,Independent
30,Belsand,251765,134909,7,Subodh Kumar Ray,2487,1.8,Jan Adhikar Party (Loktantrik)
30,Belsand,251765,134909,8,Balram Kumar,2205,1.6,Bhartiya Party (Loktantrik)
30,Belsand,251765,134909,9,Vandana Kumari,2094,1.6,Independent
30,Belsand,251765,134909,10,Suresh Baitha,1504,1.1,Independent
30,Belsand,251765,134909,11,Shri Ram Ray,1104,0.8,Republican Party Of India (Athawale)
30,Belsand,251765,134909,12,Pappu Sah,1017,0.8,Independent
30,Belsand,251765,134909,13,Amar Singh,977,0.7,Rashtrawadi Janlok Party (Satya)
30,Belsand,251765,134909,14,Rakesh Kumar Singh,912,0.7,The Plurals Party
30,Belsand,251765,134909,15,Shamim Alam,829,0.6,Nationalist Congress Party
31,Harlakhi,273959,166058,1,Sudhanshu Shekhar,60393,36.4,Janata Dal (United)
31,Harlakhi,273959,166058,2,Ram Naresh Pandey,42800,25.8,Communist Party Of India
31,Harlakhi,273959,166058,3,Md. Shabbir,27499,16.6,Independent
31,Harlakhi,273959,166058,4,Santosh Kumar Singh,6807,4.1,Rashtriya Lok Samta Party
31,Harlakhi,273959,166058,5,Vikash Kumar Mishra,6177,3.7,Lok Jan Shakti Party
31,Harlakhi,273959,166058,6,Shravan Kumar Yadav,3698,2.2,Independent
31,Harlakhi,273959,166058,7,Mangesh Jha,3039,1.8,Independent
31,Harlakhi,273959,166058,8,Santosh Kumar Jha,2960,1.8,Jan Adhikar Party (Loktantrik)
31,Harlakhi,273959,166058,9,Mandakini Chaudhary,2932,1.8,Independent
31,Harlakhi,273959,166058,10,Ajay Bhagat,1865,1.1,Independent
31,Harlakhi,273959,166058,11,Archana Devi,1854,1.1,Independent
31,Harlakhi,273959,166058,12,Devan Mukhiya,1665,1.0,Sanyukt Vikas Party
31,Harlakhi,273959,166058,13,Satish Kumar,1591,1.0,Independent
31,Harlakhi,273959,166058,14,Dinesh Kumar Yadav,1077,0.7,Independent
31,Harlakhi,273959,166058,15,Mohammad Yunus,590,0.4,Bahujan Mukti Party
31,Harlakhi,273959,166058,16,Nagina Prasad Mahto,582,0.4,Swabhiman Party
31,Harlakhi,273959,166058,17,Sanjiv Kamat,529,0.3,Bhartiya Lokmat Rashtrwadi Party
32,Benipatti,284597,154122,1,Vinod Narayan Jha,78862,51.2,Bharatiya Janta Party
32,Benipatti,284597,154122,2,Bhawana Jha,46210,30.0,Indian National Congress
32,Benipatti,284597,154122,3,Rajesh Kumar Yadav,9572,6.2,Independent
32,Benipatti,284597,154122,4,Niraj Kumar Jha,3878,2.5,Independent
32,Benipatti,284597,154122,5,Vinod Shankar Jha,3559,2.3,Independent
32,Benipatti,284597,154122,6,Lalan Kishor Jha,2299,1.5,Independent
32,Benipatti,284597,154122,7,Vinodanand Kamat,2128,1.4,Independent
32,Benipatti,284597,154122,8,Nagendra Prasad Yadav,1857,1.2,Bahujan Samaj Party
32,Benipatti,284597,154122,9,Anuradha Singh,1841,1.2,The Plurals Party
32,Benipatti,284597,154122,10,Rupesh Kumar,910,0.6,Independent
32,Benipatti,284597,154122,11,Abubakar Rahmani,752,0.5,Independent
32,Benipatti,284597,154122,12,Nutan Devi,606,0.4,Republican Party Of India (Athawale)
32,Benipatti,284597,154122,13,Chandan Kumar,569,0.4,Independent
32,Benipatti,284597,154122,14,Mithilesh Chandra Jha,557,0.4,Independent
32,Benipatti,284597,154122,15,Amar Nath,522,0.3,Independent
33,Khajauli,291750,185644,1,Arun Shankar Prasad,83161,44.8,Bharatiya Janta Party
33,Khajauli,291750,185644,2,Sitaram Yadav,60472,32.6,Rashtriya Janata Dal
33,Khajauli,291750,185644,3,Braj Kishor Yadav,13589,7.3,Jan Adhikar Party (Loktantrik)
33,Khajauli,291750,185644,4,Ambika Pd Singh,8355,4.5,Independent
33,Khajauli,291750,185644,5,Dilip Kuwar,3689,2.0,Independent
33,Khajauli,291750,185644,6,Virendra Kumar Yadav,2782,1.5,Samajwadi Janata Dal Democratic
33,Khajauli,291750,185644,7,Amit Kumar Mahto,2174,1.2,Independent
33,Khajauli,291750,185644,8,Ram Sufal Yadav,1491,0.8,Jan Mithila Vikas Party
33,Khajauli,291750,185644,9,Syed Hassanul Haque,1298,0.7,Aazad Samaj Party (Kanshi Ram)
33,Khajauli,291750,185644,10,Naresh Kumar Singh,1188,0.6,Independent
33,Khajauli,291750,185644,11,Hari Bhushan Kumar,1012,0.6,Log Jan Party - Secular
33,Khajauli,291750,185644,12,Kumar Chaitany,1004,0.5,The Plurals Party
33,Khajauli,291750,185644,13,Bablu Gupta,773,0.4,Republican Party Of India (Athawale)
33,Khajauli,291750,185644,14,Ritesh Kumar Mandal,759,0.4,Prabal Bharat Party
33,Khajauli,291750,185644,15,Dinesh Prasad Singh,682,0.4,Janshakti Vikas Party (Democratic)
33,Khajauli,291750,185644,16,Rajdev Das,672,0.4,Bhartiya Sablog Party
33,Khajauli,291750,185644,17,Chandraketu Narayan Yadav,661,0.4,Janta Dal Rashtravadi
33,Khajauli,291750,185644,18,Ram Kumar Ram,593,0.3,Bahujan Mukti Party
33,Khajauli,291750,185644,19,Purushottam Prasad Gupta,383,0.2,Independent
33,Khajauli,291750,185644,20,Ramnarayan Thakur,364,0.2,Independent
33,Khajauli,291750,185644,21,Brajesh Raut,273,0.2,Independent
33,Khajauli,291750,185644,22,Pramila Devi,269,0.1,Independent
34,Babubarhi,293976,186571,1,Mina Kumari,77367,41.5,Janata Dal (United)
34,Babubarhi,293976,186571,2,Umakant Yadav,65879,35.3,Rashtriya Janata Dal
34,Babubarhi,293976,186571,3,Mahendra Prasad Singh,11759,6.3,Rashtriya Lok Samta Party
34,Babubarhi,293976,186571,4,Amar Nath Prasad,9818,5.3,Lok Jan Shakti Party
34,Babubarhi,293976,186571,5,Shiv Nandan Mandal,3653,2.0,Voters Party International
34,Babubarhi,293976,186571,6,Maha Narayan Roy,3492,1.9,Independent
34,Babubarhi,293976,186571,7,Shalini Kumari,3413,1.8,The Plurals Party
34,Babubarhi,293976,186571,8,Manoj Jha,2941,1.6,Samata Party
34,Babubarhi,293976,186571,9,Vishwanath Roy,2242,1.2,Bhartiya Rashtriya Dal
34,Babubarhi,293976,186571,10,Vidya Sagar Mandal,1954,1.1,Jago Hindustan Party
34,Babubarhi,293976,186571,11,Anil Kumar Yadav,1634,0.9,Republican Party Of India (Athawale)
34,Babubarhi,293976,186571,12,Raj Kumar Singh,1504,0.8,Jan Adhikar Party (Loktantrik)
34,Babubarhi,293976,186571,13,Rama Sahni,915,0.5,Bhartiya Chetna Party
35,Bisfi,314326,175840,1,"Haribhushan Thakur ""bachol""",86574,49.2,Bharatiya Janta Party
35,Bisfi,314326,175840,2,Da. Faiyaz Ahmad,76333,43.4,Rashtriya Janata Dal
35,Bisfi,314326,175840,3,Maheshwar Prasad Chaudhary,2411,1.4,Independent
35,Bisfi,314326,175840,4,Raj Kumar Mukhiya,2172,1.2,Independent
35,Bisfi,314326,175840,5,Pushpam Priya,1521,0.9,The Plurals Party
35,Bisfi,314326,175840,6,Taukir,1518,0.9,Nationalist Congress Party
35,Bisfi,314326,175840,7,Abadhesh Kumar,1463,0.8,Jantantrik Lokhit Party
35,Bisfi,314326,175840,8,Indrajeet Mahto,964,0.6,Independent
35,Bisfi,314326,175840,9,Manish Kumar,878,0.5,Independent
35,Bisfi,314326,175840,10,Md Ausaf,775,0.4,Samajwadi Janata Dal Democratic
35,Bisfi,314326,175840,11,Bharat Paswan,617,0.4,Independent
35,Bisfi,314326,175840,12,Ashok Kumar Roy,351,0.2,Independent
35,Bisfi,314326,175840,13,Arvind Kumar Mishra,263,0.2,Independent
36,Madhubani,330372,183558,1,Samir Kumar Mahaseth,71332,38.9,Rashtriya Janata Dal
36,Madhubani,330372,183558,2,Suman Kumar Mahaseth,64518,35.2,Vikassheel Insaan Party
36,Madhubani,330372,183558,3,Arvind Kumar Purbey,15818,8.6,Lok Jan Shakti Party
36,Madhubani,330372,183558,4,Ramdeo Mahto,8247,4.5,Independent
36,Madhubani,330372,183558,5,Amanullah Khan,7344,4.0,Samajwadi Janata Dal Democratic
36,Madhubani,330372,183558,6,Mihir Kumar Jha 'mahadeo',4866,2.7,Independent
36,Madhubani,330372,183558,7,Madhu Bala Giri,2804,1.5,The Plurals Party
36,Madhubani,330372,183558,8,Dinesh Mandal,2057,1.1,Republican Party Of India (Athawale)
36,Madhubani,330372,183558,9,Anita Kumari Alias Anita Jha,2001,1.1,Independent
36,Madhubani,330372,183558,10,Anpurna Devi,1738,1.0,Bhartiya Chetna Party
36,Madhubani,330372,183558,11,Shankar Mahaseth,1525,0.8,Shiv Sena
36,Madhubani,330372,183558,12,Mohammad Nesar Ahmad Razvi,1308,0.7,Independent
37,Rajnagar,314011,169674,1,Dr. Ramprit Paswan,89459,52.7,Bharatiya Janta Party
37,Rajnagar,314011,169674,2,Ramawatar Paswan,70338,41.5,Rashtriya Janata Dal
37,Rajnagar,314011,169674,3,Rakesh Kumar,2017,1.2,Independent
37,Rajnagar,314011,169674,4,Raja Ram Chaupal,1612,1.0,Voters Party International
37,Rajnagar,314011,169674,5,Arun Kumar Mandal,1600,0.9,Jago Hindustan Party
37,Rajnagar,314011,169674,6,Jay Bansh Kumar Ram,1368,0.8,Independent
37,Rajnagar,314011,169674,7,Santosh Kumar Suman,1267,0.8,The Plurals Party
37,Rajnagar,314011,169674,8,Shiv Shankar Paswan,726,0.4,Samajwadi Janata Dal Democratic
37,Rajnagar,314011,169674,9,Gopal Choupal,688,0.4,Bhartiya Chetna Party
37,Rajnagar,314011,169674,10,Channe Saday,599,0.4,Janhit Kisan Party
38,Jhanjharpur,300002,179266,1,Nitish Mishra,94854,52.9,Bharatiya Janta Party
38,Jhanjharpur,300002,179266,2,Ram Narayan Yadav,53066,29.6,Communist Party Of India
38,Jhanjharpur,300002,179266,3,Ganga Prasad Gangotri,8658,4.8,Independent
38,Jhanjharpur,300002,179266,4,Madan Kumar Mahto,5683,3.2,Independent
38,Jhanjharpur,300002,179266,5,Birendra Kumar Choudhary,3262,1.8,Rashtriya Lok Samta Party
38,Jhanjharpur,300002,179266,6,Rakesh Kumar Yadav,2788,1.6,Independent
38,Jhanjharpur,300002,179266,7,Ganpati Jha,2671,1.5,Independent
38,Jhanjharpur,300002,179266,8,Abhay Kant Mishra,1375,0.8,Independent
38,Jhanjharpur,300002,179266,9,Bandana Devi,1255,0.7,Independent
38,Jhanjharpur,300002,179266,10,Om Prakash Poddar,1200,0.7,Janmat Party
38,Jhanjharpur,300002,179266,11,Sadanand Suman,842,0.5,Jan Adhikar Party (Loktantrik)
38,Jhanjharpur,300002,179266,12,Baidehi Kanta Sharan,747,0.4,Akhil Bhartiya Mithila Party
38,Jhanjharpur,300002,179266,13,Raj Kumar Saday,632,0.4,Bahujan Mukti Party
38,Jhanjharpur,300002,179266,14,Lakshman Prasad Yadav,601,0.3,Independent
38,Jhanjharpur,300002,179266,15,Sanjeev Kumar Suman,600,0.3,The Plurals Party
38,Jhanjharpur,300002,179266,16,Ramchandra Ray,399,0.2,Janhit Kisan Party
38,Jhanjharpur,300002,179266,17,Abdul Irfan,377,0.2,Independent
38,Jhanjharpur,300002,179266,18,Ram Shankar Raut,256,0.1,Satya Bahumat Party
39,Phulparas,312205,178161,1,Sheela Kumari,75116,42.2,Janata Dal (United)
39,Phulparas,312205,178161,2,Kripanath Pathak,64150,36.0,Indian National Congress
39,Phulparas,312205,178161,3,Binod Kumar Singh,10088,5.7,Lok Jan Shakti Party
39,Phulparas,312205,178161,4,Gulajar Devi,4939,2.8,Independent
39,Phulparas,312205,178161,5,Gauri Shankar Yadav,4916,2.8,Jan Adhikar Party (Loktantrik)
39,Phulparas,312205,178161,6,Sanjay Kumar Singh Urf Sahil Kumar Singh,4448,2.5,Independent
39,Phulparas,312205,178161,7,Ram Kumar Yadav,2831,1.6,Samajwadi Janata Dal Democratic
39,Phulparas,312205,178161,8,Vijay Kumar,2617,1.5,Independent
39,Phulparas,312205,178161,9,Hriday Narayan Kamat,2105,1.2,Independent
39,Phulparas,312205,178161,10,Ashok Singh,1556,0.9,Nationalist Janshakti Party
39,Phulparas,312205,178161,11,Parwez Alam,1504,0.8,Peace Party
39,Phulparas,312205,178161,12,Brajesh Kumar Kunwar,1278,0.7,The Plurals Party
39,Phulparas,312205,178161,13,Ratnesh Kumar Sahu,967,0.5,Peoples Party Of India (Democratic)
39,Phulparas,312205,178161,14,Shrimati Rekha Ranjan Yadav,964,0.5,Independent
39,Phulparas,312205,178161,15,Ganesh Yadav,682,0.4,Voters Party International
40,Laukaha,323079,204520,1,Bharat Bhushan Mandal,78523,38.4,Rashtriya Janata Dal
40,Laukaha,323079,204520,2,Lakshmeshwar Ray,68446,33.5,Janata Dal (United)
40,Laukaha,323079,204520,3,Pramod Kumar Priyedarshi,30494,14.9,Lok Jan Shakti Party
40,Laukaha,323079,204520,4,Dinesh Gupta,6319,3.1,Independent
40,Laukaha,323079,204520,5,Alok Kumar Yadav,4930,2.4,Samajwadi Janata Dal Democratic
40,Laukaha,323079,204520,6,Baleshwar Gurmaita,4703,2.3,Independent
40,Laukaha,323079,204520,7,Lalit Kumar Mahto,2460,1.2,Jan Adhikar Party (Loktantrik)
40,Laukaha,323079,204520,8,Indradev Jee,1806,0.9,Independent
40,Laukaha,323079,204520,9,Bhola Paswan,1667,0.8,Proutist Bloc India
40,Laukaha,323079,204520,10,Lalit Mandal,1354,0.7,Jago Hindustan Party
40,Laukaha,323079,204520,11,Ram Kumar Mandal,955,0.5,Voters Party International
40,Laukaha,323079,204520,12,Ranjeet Kumar Yadav,848,0.4,Satya Bahumat Party
40,Laukaha,323079,204520,13,Kumari Malvika,810,0.4,Bhartiya Chetna Party
40,Laukaha,323079,204520,14,Indu Devi,782,0.4,Rashtriya Janwadi Party (Socialist)
40,Laukaha,323079,204520,15,Deva Shankar Arya,423,0.2,Bhartiya Lokmat Rashtrwadi Party
41,Nirmali,281207,182613,1,Aniruddha Prasad Yadav,92439,50.6,Janata Dal (United)
41,Nirmali,281207,182613,2,Yadubansh Kumar Yadav,48517,26.6,Rashtriya Janata Dal
41,Nirmali,281207,182613,3,Arjun Prasad Mehta,12725,7.0,Rashtriya Lok Samta Party
41,Nirmali,281207,182613,4,Vijay Kumar Yadav,8886,4.9,Jan Adhikar Party (Loktantrik)
41,Nirmali,281207,182613,5,Gautam Kumar,6345,3.5,Lok Jan Shakti Party
41,Nirmali,281207,182613,6,Aman Kumar Samajsevi,3175,1.7,Independent
41,Nirmali,281207,182613,7,Manoj Kumar,2392,1.3,Independent
41,Nirmali,281207,182613,8,Gyanshanker Choudhary,2031,1.1,Independent
41,Nirmali,281207,182613,9,Dhiraj Kumar,1153,0.6,The Plurals Party
41,Nirmali,281207,182613,10,Ravindra Prasad Sah,988,0.5,Rashtriya Secular Majlis Party
41,Nirmali,281207,182613,11,Ramdev Sharma,972,0.5,Peoples Party Of India (Democratic)
41,Nirmali,281207,182613,12,Shambhu Choudhary,933,0.5,Nationalist Congress Party
41,Nirmali,281207,182613,13,Krishnaavatar Singh,772,0.4,Bhartiya Chetna Party
41,Nirmali,281207,182613,14,Pappu Yadav,694,0.4,Proutist Sarva Samaj
41,Nirmali,281207,182613,15,Gosai Mandal,591,0.3,Jantantrik Vikas Party
42,Pipra,274436,179040,1,Rambilash Kamat,82388,46.0,Janata Dal (United)
42,Pipra,274436,179040,2,Vishwa Mohan Kumar,63143,35.3,Rashtriya Janata Dal
42,Pipra,274436,179040,3,Shakuntala Prasad,5660,3.2,Lok Jan Shakti Party
42,Pipra,274436,179040,4,Mahendra Sah,3770,2.1,Jan Adhikar Party (Loktantrik)
42,Pipra,274436,179040,5,Raju Kumar,3563,2.0,Proutist Sarva Samaj
42,Pipra,274436,179040,6,Mahendra Prasad Choudhary,3055,1.7,Independent
42,Pipra,274436,179040,7,Rajesh Kumar,2923,1.6,The Plurals Party
42,Pipra,274436,179040,8,Amit Kumar Singh,2508,1.4,Independent
42,Pipra,274436,179040,9,Om Prakash Roy,1927,1.1,Nationalist Congress Party
42,Pipra,274436,179040,10,Ranjeet Paswan,1927,1.1,Bharat Nirman Party
42,Pipra,274436,179040,11,Manoj Kumar Mandal,1339,0.8,Prabal Bharat Party
42,Pipra,274436,179040,12,Chandra Kishor Yadav,1334,0.8,Independent
42,Pipra,274436,179040,13,Gautam Kumar,1182,0.7,Janta Dal Rashtravadi
42,Pipra,274436,179040,14,Asif Kamal,1098,0.6,Rashtrawadi Minority Party
42,Pipra,274436,179040,15,Mahan Kumar,1045,0.6,Sanyukt Kisan Vikas Party
42,Pipra,274436,179040,16,Amlesh Kumar Jha,774,0.4,All India Forward Bloc
42,Pipra,274436,179040,17,Ranjit Kumar Paswan,741,0.4,Samata Party
42,Pipra,274436,179040,18,Arjun Sharma,663,0.4,Republican Party Of India (Rashtriya)
43,Supaul,274333,167468,1,Bijendra Prasad Yadav,86174,51.5,Janata Dal (United)
43,Supaul,274333,167468,2,Minnatullah Rahmani,58075,34.7,Indian National Congress
43,Supaul,274333,167468,3,Prabhash Chandra Mandal,8515,5.1,Lok Jan Shakti Party
43,Supaul,274333,167468,4,Anil Kumar Singh,5736,3.4,Independent
43,Supaul,274333,167468,5,Suresh Kumar Azad,2616,1.6,Jai Hind Party
43,Supaul,274333,167468,6,Upendra Sharma,1477,0.9,Jantantrik Vikas Party
43,Supaul,274333,167468,7,Shiv Nath Prasad Gupta,1193,0.7,Rashtriya Samaj Dal (R)
43,Supaul,274333,167468,8,Mritunjay Kumar,1169,0.7,Janata Dal (Secular)
43,Supaul,274333,167468,9,Rajesh Kumar,983,0.6,Voters Party International
43,Supaul,274333,167468,10,Pankaj Kumar Mandal,802,0.5,Peoples Party Of India (Democratic)
43,Supaul,274333,167468,11,Bhogi Mandal,728,0.4,Rashtravadi Janata Party
44,Triveniganj,269961,173662,1,Veena Bharti,79458,45.8,Janata Dal (United)
44,Triveniganj,269961,173662,2,Santosh Kumar,76427,44.0,Rashtriya Janata Dal
44,Triveniganj,269961,173662,3,Renu Lata Bharti,5194,3.0,Lok Jan Shakti Party
44,Triveniganj,269961,173662,4,Rabindra Kumar Chaupal,3002,1.7,Vanchit Bahujan Aaghadi
44,Triveniganj,269961,173662,5,Ranjan Kumar Sardar,2629,1.5,Jai Maha Bharath Party
44,Triveniganj,269961,173662,6,Shankar Kumar Suman,2372,1.4,Lokpriya Samaj Party
44,Triveniganj,269961,173662,7,Sikendra Paswan,2123,1.2,Mazdoor Kirayedar Vikas Party
44,Triveniganj,269961,173662,8,Jay Prakash Paswan,1571,0.9,Jantantrik Vikas Party
44,Triveniganj,269961,173662,9,Jitendra Ram,886,0.5,Republican Party Of India (Rashtriya)
