Constituency_Number,Constituency_Name,Serial_No,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Percentage
57,57 - BAISI,1,ABDUS SUBAHAN,Rashtriya Janata Dal,55863,137,56000,24.97
57,57 - BAISI,2,RABINDRA KUMAR SINGH,Bahujan Samaj Party,1025,0,1025,0.46
57,57 - BAISI,3,VINOD KUMAR,Bharatiya Janata Party,65458,57,65515,29.22
57,57 - BAISI,4,GHULAM SARWAR,All India Majlis-E-Ittehadul Muslimeen,92709,57,92766,41.37
57,57 - BAISI,5,MOHAMMAD MUZAMMIL,Peace Party,2444,0,2444,1.09
57,57 - BAISI,6,MD SHAHNAWAZ ALAM,Jan Suraaj Party,2384,5,2389,1.07
57,57 - BAISI,7,NASAR AHMAD,Independent,1030,1,1031,0.46
57,57 - BAISI,8,NOTA,None of the Above,3074,0,3074,1.37
