Constituency_Number,Constituency_Name,Serial_No,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Percentage
59,59 - BANMANKHI,1,KRISHNA KUMAR RISHI,Bharatiya Janata Party,122373,121,122494,57.26
59,59 - BANMANKHI,2,DEO NARAYAN RAJAK,Indian National Congress,77053,145,77198,36.09
59,59 - BANMANKHI,3,SUBODH PASWAN,Bahujan Samaj Party,2124,4,2128,0.99
59,59 - BANMANKHI,4,ASHA DEVI,Suheldev Bharatiya Samaj Party,1181,0,1181,0.55
59,59 - BANMANKHI,5,MANOJ KUMAR RISHI,Jan Suraaj Party,6656,20,6676,3.12
59,59 - BANMANKHI,6,NOTA,None of the Above,4253,2,4255,1.99
