Constituency_Number,Constituency_Name,Serial_No,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Percentage
101,101 - GOPALGANJ,1,INDIRA YADAV,Bahujan Samaj Party,7924,155,8079,4.06
101,101 - GOPALGANJ,2,OM PRAKASH GARG,Indian National Congress,67546,374,67920,34.15
101,101 - GOPALGANJ,3,BRIJ KISHOR GUPTA,Aam Aadmi Party,1569,4,1573,0.79
101,101 - GOPALGANJ,4,SUBHASH SINGH,Bharatiya Janata Party,96353,539,96892,48.72
101,101 - GOPALGANJ,5,ANASH SALAM,All India Majlis-E-Ittehadul Muslimeen,14162,63,14225,7.15
101,101 - GOPALGANJ,6,SAHANA KHATOON,Samata Party,1805,1,1806,0.91
101,101 - GOPALGANJ,7,MD. HAYATULLAH,Bhartiya Insan Party,1022,2,1024,0.51
101,101 - GOPALGANJ,8,ANUP KUMAR SHRIVASTAVA,Independent,5074,42,5116,2.57
101,101 - GOPALGANJ,9,NOTA,None of the Above,2229,8,2237,1.12
