Constituency_Number,Constituency_Name,Serial_No,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Percentage
1,1 - VALMIKI NAGAR,1,DHIRENDRA PRATAP SINGH ALIAS RINKU SINGH,Janata Dal (United),105771,284,106055,45.39
1,1 - VALMIKI NAGAR,2,RAMESHWAR YADAV,Bahujan Samaj Party,5294,18,5312,2.27
1,1 - VALMIKI NAGAR,3,SURENDRA PRASAD,Indian National Congress,107374,356,107730,46.11
1,1 - VALMIKI NAGAR,4,RAJESH SHARMA,Lok Samaj Party,2301,2,2303,0.99
1,1 - VALMIKI NAGAR,5,AZHARUDDIN ANSARI,Independent,1553,1,1554,0.67
1,1 - VALMIKI NAGAR,6,MAHMAD JALIL,Independent,2426,0,2426,1.04
1,1 - VALMIKI NAGAR,7,SURENDRA RAM,Independent,1850,2,1852,0.79
1,1 - VALMIKI NAGAR,8,NOTA,None of the Above,6391,9,6400,2.74
