Constituency_Number,Constituency_Name,Serial_No,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Percentage
5,5 - LAURIYA,1,MOHAMMAD HAROON,Bahujan Samaj Party,3426,16,3442,1.8
5,5 - LAURIYA,2,VINAY BIHARI,Bharatiya Janata Party,96225,285,96510,50.36
5,5 - LAURIYA,3,PAPPU KUMAR THAKUR,The Plurals Party,4030,5,4035,2.11
5,5 - LAURIYA,4,RAN KAUSHAL PRATAP SINGH,Vikassheel Insaan Party,69214,330,69544,36.29
5,5 - LAURIYA,5,SUNIL KUMAR,Jan Suraaj Party,15609,113,15722,8.2
5,5 - LAURIYA,6,NOTA,None of the Above,2385,9,2394,1.25
