Constituency_Number,Constituency_Name,Serial_No,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Percentage
17,17 - PIPRA,1,BIPUL KUMAR,Bahujan Samaj Party,4684,11,4695,1.92
17,17 - PIPRA,2,RAJMANGAL PRASAD,Communist Party of India (Marxist),99129,548,99677,40.74
17,17 - PIPRA,3,SHYAM BABU PRASAD YADAV,Bharatiya Janata Party,110119,303,110422,45.13
17,17 - PIPRA,4,AMIT KUMAR KUSHWAHA,Nationalist Congress Party,2031,10,2041,0.83
17,17 - PIPRA,5,KUNDAN KUMAR,Bharat Jan Jagran Dal,1430,9,1439,0.59
17,17 - PIPRA,6,JAGDISH PRASAD,Bajjikanchal Vikas Party,851,0,851,0.35
17,17 - PIPRA,7,SHYAM KUMAR,Kisan Suraj Dal,857,2,859,0.35
17,17 - PIPRA,8,SUBODH KUMAR,Jan Suraaj Party,9431,56,9487,3.88
17,17 - PIPRA,9,MD MUMTAZ ALAM,Independent,2045,9,2054,0.84
17,17 - PIPRA,10,RAVIRANJAN KUMAR,Independent,4409,1,4410,1.8
17,17 - PIPRA,11,RAJMANGAL PRASAD,Independent,4867,5,4872,1.99
17,17 - PIPRA,12,NOTA,None of the Above,3843,7,3850,1.57
