Constituency_Number,Constituency_Name,Serial_No,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Percentage
173,173 - RAJGIR,1,KAUSHAL KISHORE,Janata Dal (United),107367,444,107811,57.87
173,173 - RAJGIR,2,BISHWANATH CHAUDHARY,Communist Party of India (Marxist-Leninist) (Liberation),52126,257,52383,28.12
173,173 - RAJGIR,3,MANO DEVI,Moolniwasi Samaj Party,2889,2,2891,1.55
173,173 - RAJGIR,4,SATYENDRA KUMAR,Jan Suraaj Party,9817,99,9916,5.32
173,173 - RAJGIR,5,ANJALI ROY,Independent,1258,8,1266,0.68
173,173 - RAJGIR,6,UGRASEN PASWAN,Independent,1901,3,1904,1.02
173,173 - RAJGIR,7,VIJAY PASWAN,Independent,3245,4,3249,1.74
173,173 - RAJGIR,8,NOTA,None of the Above,6861,9,6870,3.69
